CUG_ID,TARGET_CUG_CNT
573823,1
6173584,4
572502,11
545788,2
6114670,10
6172263,5
6172264,4
573824,18
545789,27
6113350,1
573825,1
6112030,1
6113351,6
6173586,11
6113352,1
6112031,1
6172266,14
6141704,5
6172267,1
6112032,70
6141706,1
6139513,2
6112033,7
6172268,2
6112034,1
545491,10
573829,9
6114676,6
6172269,6
544157,1
545492,5
6112036,10
6173290,4
6139517,30
572210,1
573531,39
6173292,1
514935,1
573532,8
574853,10
6173293,3
574854,1
6142732,30
6141412,2
6113060,1
572213,7
513300,1
6173296,3
6113062,1
572216,1
513302,4
573537,5
6173298,3
574859,10
513303,2
6142738,4
572218,61
6113065,1
6114386,103
513305,1
6139226,1
575881,5
513307,8
6139227,2
6139228,4
6143760,1
599400,3
6142440,2
6141120,1
573242,5
6169921,7
6143762,4
6168601,1
6169922,5
6143763,5
6142442,7
6168602,5
6168603,5
574566,16
6169924,8
6141123,2
6142444,2
513011,1
6143766,3
599406,1
6142446,3
513012,6
6169926,5
6142447,2
513013,21
6168606,5
6143768,8
6169928,3
513014,14
599408,1
573249,2
6142448,1
6169929,1
6114097,10
574270,7
6171821,75
6144791,2
513018,2
516996,1
6169630,3
575593,1
543710,6
6168310,2
6144793,2
6112910,1
6171824,3
575594,5
6171825,5
6168311,2
6142152,4
6143473,8
6112911,8
599112,6
3502,1
516999,3
6169633,6
3503,2
6144796,1
6143475,20
6171827,4
543714,7
6168314,3
6171828,6
6109400,4
6142155,3
6144797,40
543715,23
6142156,1
3505,1
575599,9
6168316,6
6142157,19
3506,2
6142158,6
6168317,1
6168318,1
6172850,1
6171530,15
6172851,2
6168319,5
514063,17
6169340,1
543420,1
6171533,2
6113940,1
542100,2
6168020,2
6169341,1
6171534,5
6172855,5
6109409,7
6143183,3
6171535,3
6111300,3
6113942,22
542101,4
544743,16
514066,41
6172857,2
6168022,8
515388,4
6143185,6
6171537,8
6172858,5
543424,3
6169345,2
542104,4
6109110,108
6168024,4
6143186,26
6172859,4
544746,15
6168025,2
6171539,8
6169347,1
6168026,3
542106,6
6109112,7
6112626,5
6113947,12
6169348,6
6173881,1
6113949,6
6111307,1
6172560,1
6109114,1
6168028,1
6168029,4
6172561,3
6173882,3
6109115,1
6109116,1
6172562,4
6171241,1
6173883,1
6111309,7
6173884,3
6109117,2
6171242,5
6172563,1
-2024723327,4
572803,1
6171243,2
6173885,5
544451,1
6113651,2
6173886,1
6171244,1
6172565,5
6109119,8
6111010,13
6173887,12
6171246,3
6112332,2
6172567,1
6113653,28
6114974,2
544455,5
6171247,5
545790,32
6169054,1
6169055,1
6171248,13
6172569,5
544456,6
6112335,1
6114977,1
6171249,1
545792,1
6113656,1
544457,6
572809,9
6169057,2
6111015,17
6169059,1
6172270,6
6173591,7
573831,3
6139819,4
572511,7
6173593,7
544160,7
572512,1
6172273,7
6173594,1
6141711,2
6114681,3
544161,22
569000,6
544162,2
572515,1
6139521,1
6113362,5
6172276,10
6139522,2
6172278,1
6112043,1
6173599,4
6113365,1
6141717,2
6139524,6
569005,10
6141718,3
6138205,6
6112047,1
573540,2
574861,1
513608,1
6138207,3
6139528,12
6113369,4
513609,1
599700,1
6142740,8
6168900,6
572221,1
573542,1
572222,4
572223,1
573544,12
6113070,5
6113071,4
6141423,14
6142744,3
6142745,1
574867,26
572226,1
574868,1
6168905,7
599706,9
6139232,3
6141426,1
574869,6
6168906,4
6114396,1
6113075,1
513314,3
572228,209
6168907,10
6141428,2
6114397,1
6140107,7
6139236,5
575891,3
574571,1
573250,17
6143771,1
513319,2
6169931,2
6143772,2
573252,6
6168610,4
6142451,7
575895,1
3801,9
573254,1
6168612,2
3802,2
6142453,3
575896,9
6142454,2
6143775,3
573255,2
575897,21
6169934,5
6141133,1
3803,28
6142455,1
6168614,7
6169935,3
3804,7
513022,1
575899,5
513023,1
6169937,5
6169938,11
6169939,1
6142459,12
3809,1
6109708,1
6171833,7
574283,7
542401,1
6171835,1
543722,1
599122,7
574285,1
6169643,1
6111601,9
3512,1
6143485,2
543724,3
6171837,1
6169644,1
3514,1
6168324,7
6169645,5
6142165,18
6168325,2
6169646,6
574288,5
543726,10
6169647,5
3516,1
6168327,3
6111606,2
6170203,3
543728,4
6142169,1
3518,2
6170204,1
6172860,6
514070,54
6172861,1
6168329,2
6171540,11
6171541,4
6172862,2
6170206,2
6172863,2
6109417,10
6172864,1
6113950,10
6171544,1
6170209,2
6172865,2
6111310,1
6171545,1
6168031,2
6169352,2
543432,12
6169353,3
6168032,7
6172867,6
514077,5
6113954,3
514078,1
6111312,19
6168034,2
6172869,30
6113956,1
6111314,10
542115,24
6113957,2
6112636,17
6168037,1
6111316,1
544759,661
6111317,2
6173891,5
6168038,14
6169359,6
6171250,1
6173892,1
572810,6
6173893,4
6171251,3
6171252,2
6173894,3
6172573,7
544461,1
6171253,1
6113660,5
6169060,1
6112340,1
6172575,8
543141,1
6112341,4
6171255,3
6113662,2
6169063,2
6112342,2
6173898,4
6139822,8
6111021,5
6172578,1
6169064,1
6173899,9
6111022,24
6171258,1
6169065,1
6112344,4
6138503,2
6139825,2
6113666,1
6171259,5
569305,10
544467,7
6111024,17
544468,1
6114989,3
513907,17
6111026,8
6139828,4
6113669,3
6169069,5
6111028,3
573841,8
513909,4
571200,3
6172282,5
6141720,12
6172283,1
572522,4
6140400,5
573843,2
6140402,3
6172285,1
513610,10
573845,5
571204,2
6139531,3
6112051,4
6114693,6
6172286,2
6141725,2
6112052,11
6172287,5
6139533,1
572527,75
6141727,2
569014,8
572528,2
6138213,4
6114696,6
513615,4
6139536,6
6112056,1
6140408,2
6113378,46
574871,9
573550,11
569018,4
573551,2
6139539,1
6141430,4
573552,4
599711,4
6168910,315
6140110,1
6168911,6
599712,25
573554,1
573555,1
6168913,2
599714,5
513320,2
574876,5
6140112,5
573556,1
6139241,4
6140114,1
512002,4
6113084,2
6168916,2
512003,7
6139244,58
6113085,11
6142758,3
6168918,28
6140117,2
6168919,9
6139247,2
574580,2
573260,2
6113089,8
512008,1
6142460,6
3810,5
512009,66
6169941,2
6168621,8
6169942,14
6169943,2
6143784,23
6143785,1
573265,2
6141143,5
3813,131
6170500,1
574587,1
6168624,4
6169945,8
6170501,1
3815,1
6109711,1
6168625,6
6169946,8
6142466,3
513033,1
6170502,5
6168626,7
6143788,8
6111905,17
6143789,1
573269,20
6170503,5
6168627,1
6169948,18
6109714,2
6111908,1
6171840,1
6109715,2
6170505,1
6168629,8
6141149,5
6109716,1
6111909,7
6171842,1
6171843,1
6142170,1
6109718,2
6109719,1
6143492,1
6171844,5
6143493,3
543732,3
599133,1
6142173,6
6171846,4
6169653,6
6143494,2
6169654,2
574297,1
6169655,5
6143496,8
6171848,1
3524,4
3525,1
6142176,3
6109421,3
6168335,49
6142177,1
3526,6
574299,3
543737,2
6169658,5
6143499,8
543739,3
6170214,2
3528,1
6172870,2
6169659,14
6142179,5
6112938,12
6168339,1
6112939,5
542419,8
514082,11
6169360,1
6171553,6
6172874,4
6108108,1
544762,7
543442,1
6108109,3
6138800,7
6112641,10
6172876,3
569601,14
569602,1
6171556,1
6169363,3
6112642,7
6111321,8
6138801,24
6172877,18
544764,3
6111322,4
6172878,2
544765,1
6138802,7
6171557,24
542123,7
6111323,10
6171558,5
6172879,9
569604,4
542124,27
6111324,1
6112645,1
6109131,4
6169366,2
6171559,4
542125,10
6138805,1
6169367,4
6110004,49
542126,16
543447,5
544769,3
6138806,7
543448,22
6168048,1
6169369,7
6138807,3
543449,4
6171260,1
6111328,1
6109135,2
6168049,2
6110007,4
6109136,4
571500,2
6138809,3
6110008,1
571501,1
6110009,2
572822,1
572823,2
6113670,4
6171263,2
6172584,5
6114991,9
6172585,1
6140702,4
6109139,14
544472,4
6169071,2
6171265,2
6172586,3
571504,20
6111031,1
6139832,2
6171266,11
543153,8
513912,70
6113673,7
6114994,9
6171267,5
6114995,5
6172589,3
6138513,10
513915,1
6171269,4
6111034,4
6112355,2
569316,39
6169078,2
6111036,4
6139838,1
6111037,1
6169079,9
6138517,1
6112358,206
573851,6
6112359,1
6111039,10
544180,9
6172295,2
6113383,12
6140414,5
572537,1
6113384,1
6172298,1
512302,11
513623,133
6139544,1
6140417,3
569025,25
544187,43
544189,24
6138227,1
512308,2
599720,1
599721,5
512309,3
6168921,1
573563,61
6140120,17
6141441,603
6168922,1
6113090,1
6141442,6
6142764,5
6142765,2
6168924,2
512010,2
6113092,2
6170800,5
572246,1
6141445,12
513332,35
512012,687
572247,22
574889,10
512013,12
513334,10
6170803,11
6139254,7
6168927,1
6140126,5
6142768,3
6170804,1
6140127,1
513335,3
6139255,8
6168928,9
6139256,9
6113097,1
6170805,5
6140128,11
6170806,1
512016,2
6113099,1
574591,1
513338,3
6170807,11
6139259,1
599430,2
574592,10
512018,3
513339,1
6142470,10
599431,13
6141151,1
6169952,5
573273,4
6168631,2
6111910,186
3822,1
6169953,2
6168632,2
599433,9
6111912,5
599434,2
6142474,5
574597,1
6168634,5
573276,24
6169955,8
6141154,1
6108400,1
6142476,1
6170511,1
6109721,1
3825,22
574599,6
6168636,3
6169957,5
6143798,12
6142478,4
6169958,1
6170513,6
6168638,1
6142479,5
6108403,12
6109724,4
6169959,27
6171850,2
6167001,5
539205,1
6170515,12
3829,8
539206,2
6171851,3
6170516,1
6108405,15
6167003,5
6171852,4
6170518,1
6169660,18
6167004,1
6168340,3
599141,1
6169661,3
6167005,9
6171854,5
569900,16
543741,6
6167006,5
6142182,5
6112942,7
6171856,5
569903,2
6168343,4
6169664,10
6167008,4
6171857,6
543744,3
3534,1
6168344,4
569904,2
543745,13
6168345,1
6142186,13
543746,6
3536,2
6168346,2
543747,3
6111626,1
6142188,1
6168347,1
543748,6
569908,1
543749,1
6170225,1
6171560,1
6108114,1
569909,2
6172881,5
6168349,10
6172882,6
6170226,19
6110309,7
6171563,2
6169370,2
6172884,15
6168050,2
6171564,3
6172885,5
569610,1
543451,24
6138810,1
6113972,7
6171565,5
6172886,5
544773,5
544774,1
6113973,1
6172887,7
6171567,1
6168053,1
6111332,1
6172888,4
6168054,2
6169375,3
6171568,2
6172889,5
6110013,1
6138814,2
6168055,4
6171569,1
544777,5
571808,1
6169377,2
6110014,2
6113977,2
6168056,1
569616,3
6168057,3
6169378,3
6113978,4
6111336,218
6172590,2
569618,1
6111338,1
6171270,3
6138818,8
6112659,9
569619,5
6111339,2
6172592,5
6109146,1
6138819,2
571510,4
6171272,2
6172593,5
6110019,21
6139840,1
572834,2
6172595,2
6171274,5
513920,27
568000,11
6169082,6
6113682,23
6171276,1
571515,5
544484,6
512601,5
569322,2
6140714,7
6169083,19
6139842,8
6111041,1
6171277,3
6140715,5
6137201,10
6172599,1
6171278,1
6111043,1
6140716,1
512603,1
572838,7
6169085,2
6138523,7
6113685,26
568004,1
6140717,6
6171279,14
512604,6
6138524,73
6139845,23
6169087,1
6140718,4
544488,11
513926,30
6111045,10
568006,3
6169089,1
568007,1
6138527,30
6112368,12
569329,10
6138528,3
6141740,1
6137208,3
6140420,3
6141741,2
572542,6
572543,2
513630,5
544192,2
572544,16
49100,6
512310,1
6139551,5
572546,1
569032,14
6140424,17
569033,1
544195,9278
513634,9
569034,24
6140426,5
6141747,15
6112075,1
569035,1
513635,11
6139555,3
6113397,1
512315,1
513636,4
6141749,6
6140429,1
6139557,2
512316,5
513637,1
49107,42
6112077,2
6139558,1
573570,6
574891,2
512317,58
6138238,1
569039,1
512318,1
6168930,28
599732,6
572252,61
6141452,7
6168933,8
6140132,1
6140133,1
6139261,1
6142775,4
6170810,1
6168934,9
6170811,2
6168935,19
6141455,2
6139263,5
6170812,16
6108701,1
6139264,1
6170813,1
513344,4
6108702,7
6140136,2
599739,1
513345,3
6170814,1
539504,41
6167300,19
6141458,13
6170815,5
6139266,10
6108704,5
512026,771
513347,6
6170816,5
6167303,6
513348,20
6170817,2
6142480,1
6169960,5
6170818,1
6167305,1
573282,1
6168640,2
6169961,2
6141161,1
6167306,3
3831,2
599443,1
573284,2
6168642,15
6167307,4
6142483,6
541402,2
598109,4
6168643,18
6141163,4
6167308,5
6142484,20
6110601,1
6168644,2
6169965,3
541403,36
6170520,2
6109730,33
6167309,6
6110602,4
3834,10
3835,1
573287,3
6110603,5
6169967,7
599447,2
6110604,2
541405,5
6170522,13
6168647,2
6169968,1
573289,13
541406,6
6170523,23
6111927,6
6170524,4
6169969,20
6141169,2
3839,1
6168649,2
6167011,6
6171860,7
6110607,33
6171861,1
539216,2
6170526,1
6109736,1
6167012,9
6171862,1
514393,19
6170527,5
6110609,6
6167014,1
6171863,2
6169670,5
6170528,2
6109738,19
543751,1
6168350,5
599151,15
6167016,1
6111630,4
6171865,1
6168352,1
3542,1
541111,10
543753,13
6110311,1
6168353,1
6111632,1
6169674,7
6167018,21
6112953,12
3543,6
6167019,1
6112954,1
6170230,1
6109440,15
6110312,1
6171868,1
3544,7
3545,1
6109441,3
6169676,1
6108121,3
6169677,3
6109442,10
6168356,6
6110314,2
6112957,1
6170233,5
6168357,1
6169678,2
6142198,6
569917,1
6111637,1
6170234,3
541117,2
6172891,2
6109445,2
6171570,5
6112959,1
569919,23
6108125,2
6170236,5
6109446,9
6172893,1
544780,2
571811,1
543460,1
6169380,1
6172894,4
6170239,2
6113981,207
6171574,1
6172895,6
569620,7
543461,5
6111340,1
543462,2
6169382,4
6138820,2
6171575,9
568301,1
6168062,1
571815,1
6112662,36
6172897,1
542142,2
544784,4
544785,1
6168063,1
568303,1
6113985,2
6172899,1
542144,1
6168064,4
543465,2
571817,15
544787,3
512904,1
6169386,2
542145,1
569625,1
6168065,5
6113986,15
571818,1
6137504,1
544788,1
6110024,1
543467,4
6169387,95
6111345,7
6138826,1
6110025,4
6111346,8
6113988,34
543468,2
6112668,3
6169389,3
569628,1
543469,7
6171280,3
6110027,15
572840,8
6137508,1
6110028,1
568309,3
6171281,19
6111349,4
571520,5
572841,10
6171282,5
6109157,14
571521,4
6171283,3
572843,125
6169090,2
6171284,1
6109159,6
570202,2
571523,13
49400,21
6169091,8
6140723,3
568010,1
6169092,2
6171285,11
570203,1
513932,1
6169093,1
6171286,2
6111051,1
49402,9
6138531,4
6138532,2
568012,44
569334,5
512613,2
6169095,22
513935,1
570207,3
512614,2
6171289,6
572849,25
6169096,18
570208,1
544498,5
513936,3
49406,3
6139856,2
6138536,1
6139857,1
6113698,1
6140729,5
568016,28
6113699,1
573870,2
568017,2
49408,2
6139858,1
572550,3
568018,28
513939,14
6138538,12
6139859,24
6137218,3
6140430,1
569040,1
513640,4
571233,9
569041,2
512320,225
6141754,3
572556,2
513642,192
6138241,9
511001,1
571236,6
6138242,5
569044,5
6140436,1
539803,115
6138243,1
6139565,5
6167600,33
6140437,1
571239,1
598402,4
569046,12
511004,1
6112086,5
6141759,40
6167602,2
513647,1
512326,2
6112087,4
569047,1
6138246,10
6139567,93
573580,1
539807,1
511006,1
6139569,6
599740,14
6142780,7
511008,1
572261,2
6167605,6
6142782,1
6140140,3
511009,9
6167606,8
541701,1
6142783,1
573584,1
599743,5
6168942,25
6167607,10
6167608,8
6140142,5
6168944,1
541703,3
512030,285
6170820,1
6167609,4
6139272,1
539511,2
6170821,7
6168945,2
6140144,5
6110903,3
6170822,1
6168946,1
573589,3
6108712,3
6170823,2
6168947,5
512034,6
6168948,1
6170825,4
539515,4
512035,145
6167311,10
513357,2
6167312,1
6140149,3
598113,2
512036,13
573290,1
539517,4
6170827,2
6167314,2
6169970,23
6142490,24
6170828,5
6139279,40
598116,1
6169971,2
6168650,7
6141170,2
6170829,12
6168651,1
541410,47
6169972,23
6141172,1
6167317,1
6168652,5
6111931,10
6142494,1
6167318,4
6168653,3
6169974,5
6141173,7
6170530,4
513061,26
599455,3
541413,11
6169975,1
541414,1
6142496,2
6108420,2
6110613,2192
6169977,1
599457,1
573298,29
6107100,2
6109742,5
6168657,1
513064,1
6170533,7
6169978,7
6110615,17
541417,1
6167020,6
6170534,5
6169979,3
6108424,1
6171870,7
6111938,1
541418,2
6108425,1
6167022,6
6170536,10
6111939,14
6171872,5
6170537,6
6109747,1
6167024,1
6108427,2
6170538,2
543760,4
6107106,2
513069,18
6169680,4
6170539,3
6108428,12
6171875,4
6168361,1
6169682,1
6112961,9
569921,1
6111641,5
6167027,5
568601,8
6110321,1
6168363,19
6169684,7
6137801,5
6171877,5
543764,435
3554,2
6170240,1
6168364,5
6167029,3
543765,5
6110323,2
3555,1
6170241,1
6169686,10
6111644,21
6112965,5
568604,12
569925,3
6169687,1
569926,1
6170242,7
6168366,2
6110324,17
3557,1
6111646,1
569927,1
6168367,5
542447,6
6169689,1
569928,2
543769,1
6168369,1
6170245,1
6111648,4
3559,8
6170246,5
571820,8
6110329,2
570500,30
6170248,5
6112670,3
6169391,8
6168070,2
6170249,12
570502,5
6168071,1
6169392,1
6112672,1
542152,2
569632,3
568311,29
6138832,2
6171587,4
6169394,7
569633,6
544795,7
571827,1
6169395,1
6111353,1
6112674,9
6137512,19
6138833,1
49705,1
6109161,1
6110033,6
6137513,1
6112675,1
6113996,3
571828,28
6169397,1
570508,2
6137514,1
569636,4
6110035,1
6137515,1
542157,4
49707,7
6168077,5
6112677,2
6169398,14
543478,7
544799,2
6137517,1
6168079,1
6171290,14
6110038,3
6140730,14
6109167,2
572853,1
6171293,4
570211,3
568020,2
543182,17
572855,3
6138540,2
6111060,68
6112381,1
570214,1
568021,9
512621,12
6139862,10
6140735,1
6111062,1
512622,2
6171297,1
511301,10
570215,11
572857,8
6140736,1
6139864,1
6171298,3
598700,1
512623,13
513944,120
572858,2
6140737,6
511303,5
6137223,8
6111064,1
598702,3
569346,3
6140738,1
6112386,1
512625,7
570219,4
598703,3
543188,1
6138546,6
512627,7
6167903,5
6139869,1
511307,2
6167905,3
6138549,48
6111069,15
571241,2
6140440,5
571242,1
6141762,24
6167907,14
573885,3
6140442,15
573886,2
513651,7
6139571,1
6112091,2
539811,1
569052,131
49122,13
6138251,5
6112092,18
6112093,4
573889,1
598410,5
511012,5
6141767,2
571248,1
511013,1
6112095,2
569055,24
511014,1
598412,2
513656,8
6112097,2
6167612,18
6139578,1
511016,4
573590,5
539817,14
6139579,1
6142790,1
6138259,1
539819,2
6167615,16
6167616,1
511019,5
6168951,10
573594,1
541711,1
6141472,1
6110910,3
514997,1
6167617,6
6168953,1
573595,2
6140152,5
572274,30
6110912,2
572275,7
6170830,7
6168954,10
6141474,6
6141475,1
6168955,1
599756,1
6139282,2
512041,1
6170831,5
6140154,3
6108721,1
572277,2
6141476,3
538201,7
539522,258
512042,34
6107400,1
6142797,41
6108722,1
538202,31
6168957,10
6141477,9
6110915,1
6168958,1
6107402,2
6167320,6
6140157,9
6170835,1
6108724,1
598122,4
6107403,18
598123,6
6170836,4
6107404,3
6108725,41
6170837,1
512048,1
6169980,6
6170838,4
6111940,1
6166006,1
6169983,5
3853,1
6169984,1
541422,35
6166007,17
6110621,6
568903,1
6169985,2
6141184,1
6170540,4
6166008,1
540102,10
541423,5
6111943,9
3854,141
6170541,2
6109751,10
6166009,6
3855,3
599467,16
6170542,10
6108431,18
6169987,2
6141186,23
6111946,2
6141187,1
6170543,1
541426,6
599469,6
568907,24
6167030,18
6170544,4
6169989,12
6167031,11
6170545,4
6141189,5
540108,2
513077,3
568909,1
6167032,5
6108436,1
570800,3
6170547,6
539237,4
6167033,3
6107115,1
6171883,1
513079,1
6169690,2
599170,3
6170549,2
6169691,4
6167035,4
6171884,5
6108438,11
599171,19
6169692,1
6108439,1
599172,4
568610,1
569931,1
568611,2
6169693,1
6168372,10
6171886,5
6107119,7
3562,50
599173,7
6169694,1
6137811,1
6168373,1
6171887,1
543774,34
6169695,1
599175,3
6110332,6
568613,3
6170251,2
6169696,1
599176,2
568614,186
6168376,7
6110334,1
6137814,3
6108141,1
3566,21
6169698,6
6170253,18
6168377,21
6111656,7
6108143,1
6169699,1
6170254,1
6168378,3
6137816,3
6112978,3
6171590,1
6170255,8
6168379,6
6110337,1
6111658,2
3569,13
6170256,7
6109466,636
568619,6
6171592,10
6170257,1
570510,10
571831,125
6171593,1
6170258,1
543480,2
6108147,1
571832,9
6171594,1
6168080,1
6112680,2
571833,5050
49710,32
6168081,1
571834,3
6111360,4
542161,2
6112681,5
6171596,5
6168082,9
6110040,3
6168083,9
6110041,16
6111362,1
567001,30
512922,509
543485,3
6109170,2
6110042,7
6168084,6
6137522,10
6171598,15
6138844,2
6110043,5
6138845,1
6112686,1
512925,10
49716,3
6168087,1
6112687,7
3277,1
542167,4
543489,2
6112688,7
6137527,1
567007,1
569649,1
6168089,2
6138848,4
568329,1
6138849,3
511609,4
6140742,1
6109179,7
6139871,1
6112391,2
512630,34
6138550,6
6140744,10
511310,9
513952,1
571545,9
49422,5
6111071,5
543194,1
570225,8
568032,9
513953,25
49423,23
569354,2
6140746,3
6111073,1
49424,107
6138553,1
568034,6
6139875,4
512634,23
6112395,3
48105,1
6140748,4
511314,5
6111075,1
6112396,18
6112397,1
6167912,3
569357,141
570229,5
512637,344
6167913,6
513959,1
572570,8
573891,11
568038,2
6167914,5
6167915,1
572571,11
573892,2
573893,1
6140450,6
6167916,11
572573,2
598718,1
6167918,7
573895,16
6140452,6
539820,725
6140453,5
6141774,4
6167919,1
6139582,3
513663,1
49133,2
511022,5
572578,154
6138263,5
6107701,13
6141777,1556
6167620,1
571258,7
6141778,2
49136,27
6107703,19
6141779,6
6139587,1
6166301,6
511025,6
6140459,1
6139588,1
511026,8
512347,87
6107705,18
539828,1
511027,3
6167624,1
6139589,4
6138269,6
599761,5
6168960,1
6166304,9
6167625,11
6167626,1
6168961,5
597106,12
541720,3
511029,14
6166305,1
597107,3
6166306,1
541721,6
6168962,6
6141482,3
6107709,13
541722,1
6141483,2
597108,4
6140162,1
6166307,15
6167628,17
6139291,1
6168964,1
6170840,4
513371,8
597109,9
6167629,5
599766,3
6170842,2
6108731,3
6140165,2
6110924,1
572287,2
6141486,5
6170843,1
599768,1
572288,2
513375,1
512054,40
6107412,1
6168968,7
6167331,6
6140168,7
6110927,5
513378,4
539537,11
540409,3
598135,1
539538,1
6139299,2
6170848,1
6169990,3
599470,1
6166013,6
6170849,1
6166014,4
6108738,2
6167336,1
3861,2471
6167337,2
568911,1
6166016,5
599474,1
541432,44
6166017,1
6169994,6
6170550,3
6141194,11
6167339,4
6111953,1
3864,24
6170551,2
6108440,6
540113,7
3865,54
568915,3
541435,6
6170552,4
6111955,7
542757,5
599478,9
541436,13
6170553,5
6111956,5
3867,31
6168678,1
6167040,2
6170554,9
6108443,1
6110636,1
540117,1
6171890,1
6110637,1
6111958,1
6167041,20
6107123,1
6108444,20
6109765,3
6168679,8
6167042,11
6171891,1
540118,2
6170556,1
568919,3
6167043,6
6167044,4
6170558,2
6171893,4
513089,15
543781,1
6167045,7
3570,2
6170559,5
6167046,4
568620,2
6168381,5
6108449,5
542461,49
599183,2
6167047,3
6171896,2
6168382,11
568621,21
6111662,1
567301,1
6170260,1
6168384,9
6112984,1
6171898,3
599186,1
6171899,1
6170261,5
6109471,6
6109472,2
6111665,5
6168386,7
567304,9
567305,2
6108152,2
6170263,2
542467,1
570819,23
6111666,7
543788,18
511905,13
6168388,1
3578,2
6170264,2
6137826,31
542468,40
511906,13
6168389,4
6170265,4
6112989,2
3579,2
569949,1
511907,26
6170266,1
6137828,1
6108155,52
6110348,13
571840,2
568629,19
6170267,1
6108156,2
6170268,10
6168091,6
6138850,29
568330,1
6138851,3
6110050,8
567010,1
568331,3
6137530,13
6112692,1
6168093,1
543494,139
6109180,3
3284,18
49724,3
571848,3
49725,15
6111375,1
6168096,1
3286,1
6110054,2
6137534,3
543497,6
570528,1
49726,6
6111376,1
3287,246
567015,14
6137536,3662
3288,16
48407,72
49728,31
6168099,1
6137537,3
6138858,8
512938,1
6110058,1
512939,8
572873,1
571552,1
6140751,7
6140752,1
571553,4
6140753,19
570233,3
513962,1
6140754,16
512641,19
6137240,2
6138561,12
6139882,10
568042,2
571556,1
510000,6
6139883,2
6111082,2
512643,2
510001,6
48113,6
49434,4
598721,3
6137243,5
6111084,2
568045,1
6140758,1
510003,17
571559,77
6166600,5
6167921,2
6138566,1
570239,1
48116,2
6111086,2
6137245,2
597402,60
569367,6
513967,7
6166601,7
6167922,7
6139887,13
568047,1
49438,4
48117,1
6166602,6
6166603,2
597404,13
511327,16
6111088,1
572581,1
512649,2
598726,1
6138569,1
511329,182
6167926,14
6137249,14
6141782,2
571262,12
572583,9
6167927,4
6139590,2
6141783,1
512351,2
569073,9
49143,28
6139593,1
49144,1
569074,1
6107711,1
6138274,4
598431,5
6167630,16
6107713,1
539835,1
571269,6
511034,33
540707,3
6167632,1
540708,4
569077,24
6140469,6
513678,1
6166313,1
6138278,1
598435,2
569079,4
513679,16
539839,1
598437,1
511039,23
6140170,5
6167636,4
598438,2
540410,2
6140171,10
6166316,2
6141492,11
6107719,22
6141493,1
6140172,1
6167638,4
541732,150
6141494,1
512060,4
572295,14
540412,5
541733,1034
6170850,5
6166319,1
6170851,1
6141495,4
6168976,1
599777,3
541735,220
6140175,3
6168977,4
599778,3
572298,4
6106100,14
6107421,5
598141,2
6167340,1
6168978,5
538223,149
512064,22
572299,5
6170854,15
6106101,20
539545,3
540417,6
6170855,11
6106103,2
538225,1
6170856,5
6107424,2
6108745,7
6140179,10
6108746,1
6167343,5
538226,30
512067,16
6106104,1
6106105,3
512068,1
6167344,9
6170858,10
6166024,2
6107427,1
512069,1
6170859,5
3870,5
6108748,7
541440,2
6166026,9
6111962,3
6110641,1
6166027,19
3873,6
6110642,1
6170560,2
568923,6
6167349,2
3874,43
6168685,3
540123,7
599486,8
567603,7
540124,1
6108451,1
3876,2
6109772,7
1234,1
6110645,1
599488,4
6170563,10
599489,1
513095,1
567606,21
540126,260
542768,9
6170564,5
6107132,5
6108453,5
6111968,2
513096,2
539255,2
6167051,12
6170565,5
6109775,21
6110648,1
6107134,2
6170566,1
6170567,1
6167053,1
6109777,6
6170568,5
6107136,6
6168390,15
6107137,2
3580,5
541150,1
48700,1
6168391,10
6167056,2
6137830,1
6110350,1
569952,1
3583,1
48702,34
6137831,5
6110351,9
6112993,6
48703,1
3584,3
511912,1
6168394,5
6110352,10
599195,2
3585,1
567313,2
568634,5
6137833,5
568635,1
6108161,14
6168396,4
511914,2
569957,1
511915,3
6170273,1
567315,1
569958,2
6168398,5
543799,1
6109484,10
6110356,5
599199,1
3589,1
48708,5
567317,1
6111679,1
6170276,478
6108165,1
6170277,5
6108166,2
6110359,10
6108167,4
6108168,14
6111380,1
512941,4
6110060,2
6136205,1
6138861,4
48411,8
49732,4
6138862,1
571856,1
6137541,13
569663,10
512942,191
48412,11
49733,20
597700,1
510302,4
6137544,4
570538,14
48415,11
570539,1
3297,1
49737,10
6166902,9
542188,33
48417,3
49739,1
511627,2
510306,1
6110068,1
567028,2
510307,12
570240,2
6140760,1
571561,1
597706,1
597707,1
6166906,8
513970,1
570242,3
6166908,1
569371,3
48120,5
49441,2
6138570,4
6111090,1
511330,1
569372,1
6166909,122
6111091,2
571566,10
6138573,2
6140766,11
513974,14
6137252,1
6111093,7
598731,1
6140767,22
512654,6
6137254,1
6166610,2
512655,2
6139896,18
510014,2
513977,3
6139897,10
569378,1
513978,1
6138577,3
6139898,2
513979,1
6138578,1
569379,1
597414,6
6141790,1
510017,5
597415,1
6166614,6
6167935,5
6167936,1
538819,7
511339,10
571272,91
569080,1
6141793,1
6167938,2
6166618,6
6141794,6
572596,6
512361,75
6140474,7
572597,4
512362,88
6141797,2
569084,1
537201,6
511042,64
512363,9
49154,19
572599,5
537202,8
539844,20
571278,1
540716,7
6141799,4
571279,171
6166320,3
598443,5
538525,1
6167642,5
6165001,1
538526,1
598444,15
6106405,1
