CUG_ID,SRC_COUNT,DISCARDED_COUNT,DISCARDED_REASON
6176253,1,0,
548458,2,0,
6117657,2,0,
6117658,1,0,
6115016,1,0,
6176255,1,0,
547138,2,0,
6176256,3,0,
6120870,17,0,
6176257,2,0,
552994,6,0,
551674,9,0,
552995,4,0,
6120874,2,0,
6120875,8,0,
548163,2,0,
6120876,15,0,
549485,1,0,
6120877,2,0,
6118684,5,0,
552999,9,0,
549486,1,0,
548165,1,0,
6120878,4,0,
576517,13,0,
551679,15,0,
6117365,2,0,
6120879,5,0,
548167,1,0,
6117367,1,0,
548168,44,0,
6116048,7,0,
577541,2,0,
550062,5,0,
550063,2,0,
6146742,1,0,
549192,1,0,
550064,25,0,
577545,1,0,
550065,1,0,
576224,2,0,
6120585,5,0,
6145409,1,0,
6146744,64,0,
578867,1,0,
577546,10,0,
6118394,1,0,
520826,17,0,
6118395,1,0,
6146747,2,0,
549196,16,0,
550068,4,0,
519970,1,0,
6146748,1,0,
6146749,1,0,
579890,11,0,
549199,5,0,
6147770,1,0,
580764,2,0,
577251,15,0,
6146450,4,0,
577252,6,0,
578573,7,0,
519976,13,0,
6147772,1,0,
551094,21,0,
519977,17,0,
579896,1,0,
6145118,6,0,
578576,1,0,
6146454,1,0,
6147775,2,0,
6175810,4,0,
577256,1,0,
6175811,2,0,
6147776,6,0,
6120296,12,0,
6175812,5,0,
6120297,2,0,
577258,4,0,
6175813,5,0,
6147779,1,0,
577259,8,0,
6175814,2,0,
6175815,1,0,
6150991,1,0,
520539,7,0,
580472,2,0,
519682,2,0,
6175817,5,0,
6150993,1,0,
581795,1,0,
6147480,13,0,
6175818,4,0,
6150994,3,0,
6146160,8,0,
6147481,11,0,
547721,10,0,
520241,5,0,
6116920,9,0,
546401,1,0,
520242,2,0,
581798,1,0,
578285,9,0,
520243,9,0,
6147484,5,0,
520244,8,0,
6175520,2,0,
6116923,5,0,
6147486,2,0,
547725,9,0,
6175521,7,0,
6174201,1,0,
6116925,2,0,
6147487,4,0,
6175523,1,0,
520247,6,0,
547728,7,0,
6174203,5,0,
6175524,5,0,
520249,32,0,
6174204,3,0,
519392,3,0,
6115608,7,0,
6116929,36,0,
6115609,1,0,
519393,3,0,
6175527,11,0,
6174207,6,0,
6174208,1,0,
519395,3,0,
548752,1,0,
6174209,2,0,
546111,6,0,
547433,102,0,
548754,7,0,
550947,4,0,
6116632,8,0,
546113,3,0,
6175230,2,0,
547435,5,0,
6147196,39,0,
6147197,1,0,
6116635,2,0,
546116,7,0,
6117958,1,0,
6147199,1,0,
551970,1,0,
6175234,5,0,
6115316,17,0,
546118,2,0,
550650,35,0,
6175235,4,0,
6115317,5,0,
6175236,1,0,
576810,1,0,
576811,1,0,
549780,9,0,
576812,13,0,
551974,57,0,
6175238,2,0,
548461,1,0,
549782,1,0,
6117661,1,0,
547141,1,0,
550655,14,0,
6116340,3,0,
6115020,12,0,
6117662,31,0,
6176260,7,0,
549785,27,0,
547143,20,0,
6117664,1,0,
550658,22,0,
6118985,38,0,
6176262,4,0,
6117665,3,0,
6115024,2,0,
576819,18,0,
6117666,10,0,
6118987,5,0,
547147,2,0,
6176264,1,0,
548468,8,0,
6115025,4,0,
6116346,6,0,
6117667,21,0,
6117668,32,0,
6176266,1,0,
6120880,10,0,
6176267,3,0,
6116349,2,0,
6115029,6,0,
6145706,7,0,
549490,5,0,
6176269,1,0,
6145707,1,0,
518930,1,0,
550365,19,0,
6120886,3,0,
551687,2,0,
6118693,3,0,
576525,32,0,
577846,11,0,
550366,23,0,
576526,1,0,
6116052,6,0,
576527,1,0,
6120888,3,0,
6117376,1,0,
6145411,5,0,
6117377,8,0,
6118698,9,0,
551390,5,0,
550070,17,0,
6145415,2,0,
577551,2,0,
6146751,2,0,
578873,6,0,
520831,6,0,
576232,7,0,
577554,5,0,
576233,2,0,
578875,2,0,
550074,5,0,
6146754,2,0,
6117081,1,0,
577556,30,0,
6146756,2,0,
518643,10,0,
6146757,8,0,
518644,11,0,
6145120,1,0,
6146758,4,0,
580770,1,0,
576238,5,0,
576239,4,0,
520839,8,0,
6145121,51,0,
580772,2,0,
6117087,2,0,
6147780,1,0,
516007,5,0,
6145125,1,0,
580775,4,0,
520540,2,0,
578584,5,0,
6145127,4,0,
6115900,8,0,
6115902,1,0,
6147785,2,0,
519989,5,0,
6174500,3,0,
6175821,1,0,
577266,2666,0,
520545,1,0,
6174501,4,0,
578588,5,0,
520546,1,0,
6175822,23,0,
520547,5,0,
6174502,2,0,
6147788,4,0,
6175824,2,0,
6174504,1,0,
519692,1,0,
546709,7,0,
6174505,5,0,
6175827,1,0,
580483,1,0,
578290,2,0,
6174507,1,0,
547730,4,0,
580485,5,0,
6146170,65,0,
6175829,1,0,
547731,16,0,
580486,6,0,
6174509,7,0,
521573,1,0,
6147493,14,0,
6147494,2,0,
6146173,4,0,
520253,149,0,
546413,1,0,
580489,2,0,
6147495,1,0,
6174210,4,0,
6175531,4,0,
6175532,12,0,
6174212,1,0,
520257,1,0,
578299,14,0,
6175533,1,0,
547738,1,0,
6174213,7,0,
6146178,3,0,
6147499,27,0,
546418,2,0,
6175535,1,0,
580191,7,0,
6146179,1488,0,
580192,17,0,
6115618,11,0,
6175538,1,0,
6174217,4,0,
550954,3,0,
6175539,2,0,
6116640,2,0,
6116641,1,0,
546121,1,0,
547442,24,0,
580197,22,0,
6115320,3,0,
6115322,1,0,
6175240,1,0,
546123,4,0,
6117964,13,0,
547445,1,0,
6175241,5,0,
548767,2,0,
6115324,9,0,
6116645,2,0,
548768,1,0,
6175243,3,0,
6117967,16,0,
551980,7,0,
6175244,5,0,
6117968,1,0,
6175245,2,0,
6175246,3,0,
550661,19,0,
576822,4,0,
550663,14,0,
6117670,1,0,
6175249,4,0,
548471,6,0,
549793,2,0,
550665,10,0,
548472,13,0,
6116352,1,0,
551988,87,0,
6116353,4,0,
6118995,1,0,
517914,5,0,
6176272,1,0,
6145710,1,0,
547155,11,0,
6118997,3,0,
6176273,2,0,
549798,5,0,
6118998,3,0,
6176274,4,0,
6116356,2,0,
547157,4,0,
548478,1,0,
6116357,5,0,
6117678,5,0,
547158,5,0,
551691,2,0,
6116358,1,0,
6176277,2,0,
550371,32,0,
6176278,2,0,
6115039,1,0,
551693,3,0,
550372,4,0,
6176279,3,0,
6145717,3,0,
6120893,1,0,
550373,7,0,
550374,7,0,
6120895,2,0,
551696,12,0,
548183,2,0,
551697,1,0,
6116061,23,0,
576536,2,0,
551698,2,0,
576537,6,0,
551699,12,0,
576539,1,0,
6145423,35,0,
6116068,6,0,
6146760,3,0,
6144104,23,0,
520840,35,0,
577563,1,0,
6145427,11,0,
6117090,3,0,
6146763,1,0,
550084,1,0,
6144108,7,0,
6146765,146,0,
518653,1,0,
6174801,1,0,
6117094,1,0,
578889,15,0,
6174802,4,0,
580780,5,0,
6174803,2,0,
576248,4,0,
577569,8,0,
519991,2,0,
6145131,6,0,
6174804,5,0,
6174805,2,0,
6117097,18,0,
6145132,7,0,
6117098,1,0,
6174806,1,0,
6117099,2,0,
6146470,1,0,
6174808,1,0,
6174809,1,0,
519996,1,0,
580786,1,0,
6146472,1,0,
6145138,1,0,
6147794,3,0,
520553,5,0,
577276,18,0,
578597,111,0,
6146475,5,0,
578598,39,0,
6175832,1,0,
6146476,5,0,
6147797,11,0,
6146477,1,0,
6175834,4,0,
6175835,1,0,
520559,10,0,
6174515,1,0,
6175836,3,0,
6175837,1,0,
6174516,200,0,
6174517,1,0,
6175838,3,0,
520260,5,0,
6174518,8,0,
6116940,1,0,
520261,34,0,
580496,13,0,
6146181,15,0,
546421,13,0,
580498,2,0,
520263,29,0,
545102,3,0,
6175540,2,0,
6146184,304,0,
6175541,2,0,
6146185,6,0,
6174221,8,0,
6115624,7,0,
6116946,1,0,
6174222,3,0,
546427,2,0,
6175545,3,0,
6175546,1,0,
6174225,4,0,
550962,36,0,
6174226,9,0,
6175547,5,0,
6174227,2,0,
6175549,3,0,
546130,5,0,
6174229,7,0,
550966,6,0,
6115331,21,0,
6117975,1,0,
546134,16,0,
6175252,1,0,
547456,2,0,
6115335,16,0,
6175254,2,0,
550670,1,0,
546139,1,0,
6115338,1,0,
550672,1,0,
6175257,1,0,
551994,1,0,
576833,2,0,
6117680,8,0,
6175259,2,0,
550674,243,0,
551995,23,0,
6116360,4,0,
547161,2,0,
548483,1,0,
517921,1,0,
6115040,1,0,
6117682,2,0,
550676,1,0,
6115041,1,0,
576836,3,0,
548485,1,0,
516602,4,0,
576837,11,0,
547164,11,0,
6176282,3,0,
516604,1,0,
6145721,7,0,
575202,2,0,
6115045,1,0,
6176284,1,0,
548488,1,0,
547167,11,0,
6145722,9,0,
6117688,1,0,
6176285,1,0,
6115046,7,0,
547168,9,0,
6145724,30,0,
6115047,1,0,
6116368,3,0,
516608,1,0,
6145725,3,0,
576540,4,0,
6176288,3,0,
6115049,6,0,
577862,10,0,
6176289,1,0,
575208,2,0,
6117391,9,0,
6117392,2,0,
550386,8,0,
6145430,4,0,
577869,26,0,
6144111,1,0,
6145432,7,0,
6116077,2,0,
6116078,1,0,
6145434,24,0,
6145436,135,0,
6145437,7,0,
576252,7,0,
550093,50,0,
520853,1,0,
518660,2,0,
550094,7,0,
550095,1,0,
6144118,4,0,
6145439,7,0,
577575,9,0,
517341,8,0,
520855,8,0,
6174811,12,0,
520857,1,0,
6174812,1,0,
577578,3,0,
576259,7,0,
6145143,3,0,
580794,1,0,
6145145,1,0,
580795,9,0,
6145146,5,0,
577283,1,0,
6145147,2,0,
520562,2,0,
6115920,5,0,
518370,1,0,
546722,2,0,
6145148,1,0,
545401,6,0,
6145149,1,0,
580799,5,0,
6146484,6,0,
546724,1,0,
6174521,3,0,
6175842,5,0,
6173201,3,0,
6146487,7,0,
6115926,5,0,
6173202,4,0,
546727,6,0,
6175844,9,0,
6174524,2,0,
6173203,5,0,
6146489,6,0,
6175846,1,0,
6115928,5,0,
6173205,2,0,
6175848,1,0,
6173206,1,0,
6174527,3,0,
6173207,3,0,
6174528,4,0,
520271,2,0,
6174529,2,0,
6173208,5,0,
545110,2,0,
547752,1,0,
6116951,2,0,
6173209,1,0,
51923700001,67,0,
6146193,8,0,
521595,4,0,
6146195,3,0,
6175551,8,0,
6174232,1,0,
545115,3,0,
545116,1,0,
546437,2,0,
6174233,5,0,
550970,1,0,
518087,88,0,
550972,20,0,
6175557,1,0,
6115639,2,0,
548780,1,0,
6114002,7,0,
6174237,6,0,
6174238,4,0,
6116660,2,0,
546143,1,0,
6116663,1,0,
6117984,6,0,
6175261,1,0,
516903,6,0,
6114008,1,0,
548786,16,0,
6115343,3,0,
6116664,9,0,
548787,1,0,
6114009,1,0,
6144700,14,0,
548788,2,0,
6175264,9,0,
575504,3,0,
6115347,7,0,
6116668,37,0,
6117989,36,0,
575505,4,0,
6175266,2,0,
6175267,1,0,
6144706,1,0,
6175268,2,0,
550683,2,0,
550684,26,0,
6117691,2,0,
6116370,13,0,
548492,1,0,
547172,137,0,
6115051,1,0,
6116372,3,0,
576847,1,0,
548495,2,0,
6176291,3,0,
576848,5,0,
548496,2,0,
6144410,1,0,
6145731,4,0,
6144411,1,0,
6145732,1,0,
548498,27,0,
516615,7,0,
6116377,5,0,
547178,11,0,
516617,2,0,
6145734,1,0,
575214,1,0,
6116378,1,0,
576550,2,0,
575215,4,0,
577872,1,0,
575218,1,0,
6144417,8,0,
576554,2,0,
6144418,1,0,
550395,9,0,
6144419,5,0,
6116086,8,0,
518967,6,0,
6145444,5,0,
516327,8,0,
6145445,4,0,
6116089,5,0,
520860,1,0,
6144125,1,0,
516329,1,0,
6145446,2,0,
6146781,4,0,
6146782,2,0,
520862,2,0,
6145447,4,0,
576263,17,0,
6145449,1,0,
576264,2,0,
6146785,1,0,
577586,98,0,
520865,10,0,
6146786,1,0,
6174821,1,0,
6173501,5,0,
6146788,6,0,
6173502,8,0,
520869,3,0,
6145151,6,0,
6174824,4,0,
6173505,4,0,
577290,3,0,
6146490,5,0,
6145155,2,0,
6174828,1,0,
6173508,4,0,
6146491,11,0,
6145156,10,0,
6115930,23,0,
6175850,4,0,
6115932,3,0,
6146495,5,0,
6174530,4,0,
6175851,5,0,
6173210,2,0,
6175852,2,0,
6146496,4,0,
577298,2,0,
6173211,8,0,
6174532,5,0,
6115935,6,0,
6173212,1,0,
520578,45,0,
6146498,5,0,
6173213,1,0,
6175855,3,0,
546739,1,0,
6174535,9,0,
6173215,1,0,
6114301,2,0,
6173216,1,0,
547760,1,0,
520280,17,0,
6173217,1,0,
6175859,3,0,
6173219,17,0,
520284,1,0,
545123,3,0,
6116965,1,0,
575801,5,0,
6175562,1,0,
6115645,1,0,
6175563,2,0,
575802,6,0,
520287,3,0,
6116966,6,0,
575803,1,0,
518095,4,0,
546448,2,0,
6175565,1,0,
6115647,16,0,
6174245,1,0,
6115648,1,0,
546449,8,0,
6114010,5,0,
6116969,4,0,
6175567,2,0,
6114011,3,0,
550983,1,0,
575807,8,0,
518099,30,0,
575809,4,0,
6114015,10,0,
6117993,6,0,
516912,1,0,
6175271,1,0,
516913,1,0,
6115353,4,0,
6175272,1,0,
547476,3,0,
516914,1,0,
6115354,7,0,
548797,7,0,
546155,1,0,
6116675,9,0,
6114019,1,0,
6115356,2,0,
516917,1,0,
6116678,2,0,
547479,17,0,
6117999,9,0,
6175276,1,0,
576850,10,0,
6144714,3,0,
6115358,8,0,
575516,20,0,
550692,5,0,
6175278,15,0,
6144717,10,0,
547181,10,0,
576854,20,0,
6144718,3,0,
547182,1,0,
576856,11,0,
516621,1,0,
576857,13,0,
516624,5,0,
6144420,2,0,
6116385,4708,0,
6144421,3,0,
6145742,2,0,
6115066,1,0,
6143101,4,0,
6144422,6,0,
516627,1,0,
6143102,4,0,
6115067,31,0,
575224,73,0,
6115068,3,0,
516629,3,0,
6144425,11,0,
577882,2,0,
576562,1,0,
575227,20,0,
6145748,1,0,
6144427,1,0,
576563,2,0,
6143107,5,0,
575229,3,0,
6173800,4,0,
577887,7,0,
6173801,10,0,
6173803,6,0,
6116096,4,0,
6173804,3,0,
6173805,1,0,
6144133,2,0,
6116098,13,0,
517658,2,0,
520870,1,0,
6145455,15,0,
520871,1,0,
6173808,7,0,
6145457,1,0,
6144136,11,0,
577593,4,0,
545711,3,0,
520873,5,0,
6145458,7,0,
6146794,2,0,
577595,11,0,
576275,1,0,
577596,1,0,
520875,7,0,
6174830,4,0,
520876,1,0,
6174831,2,0,
6173511,2,0,
6146798,1,0,
576279,2,0,
6173513,1,0,
545717,22,0,
6114600,2,0,
6174835,1,0,
6173515,1,0,
545719,5,0,
6174836,4,0,
6174837,1,0,
6145164,27,0,
6173516,5,0,
6174838,3,0,
6114604,4,0,
6145167,53,0,
6114605,2,0,
6115941,18,0,
518391,1,0,
6175860,1,0,
520584,16,0,
6145169,8,0,
545423,3,0,
6114608,13,0,
6175862,1,0,
545424,1,0,
6173220,4,0,
6175863,21,0,
6115946,6,0,
546747,27,0,
6173222,3,0,
6175864,4,0,
6175865,1,0,
546748,9,0,
6173223,8,0,
6174544,5,0,
546749,1,0,
6114310,4,0,
6174545,2,0,
6175867,1,0,
6115949,1,0,
6173225,8,0,
6174547,1,0,
6173226,3,0,
6173227,1,0,
6174548,11,0,
520291,1,0,
6174549,4,0,
520292,1,0,
6114315,8,0,
6173229,6,0,
6115651,6,0,
545131,14,0,
6114317,2,0,
6174250,2,0,
545133,6,0,
547775,8,0,
6115653,1,0,
575811,1,0,
545134,2,0,
6116975,1,0,
546455,28,0,
6175572,1,0,
545135,8,0,
6175573,1,0,
546457,2,0,
6174253,1,0,
547778,3,0,
6116978,4,0,
575814,1,0,
6174254,2,0,
6175575,2,0,
575815,1,0,
6114020,11,0,
6174255,2,0,
6175578,1,0,
6114022,1,0,
6175579,1,0,
6114023,6,0,
546160,1,0,
6114025,1,0,
550996,54,0,
550997,2,0,
546163,15,0,
575520,15,0,
546164,16,0,
516923,23,0,
6175281,3,0,
574200,1,0,
6114029,8,0,
6175283,2,0,
575522,1,0,
6144721,16,0,
574202,1,0,
575523,4,0,
546167,1,0,
6143401,4,0,
6116687,6,0,
6175285,2,0,
575524,5,0,
546168,10,0,
6116688,5,0,
546169,2,0,
575525,11,0,
6175287,2,0,
6144725,2,0,
6175288,4,0,
6143405,8,0,
575528,1,0,
574207,1,0,
6175289,5,0,
6143406,10,0,
547192,2,0,
6115070,6,0,
547193,2,0,
547194,2,0,
576867,12,0,
6115073,2,0,
6116394,6,0,
575232,12,0,
575233,2,0,
6144432,2,0,
6145754,2,0,
547199,2,0,
6143112,34,0,
6115077,5,0,
6115078,1,0,
575235,2,0,
6144434,78,0,
6145756,2,0,
576572,1,0,
6143115,1,0,
6145758,3,0,
6143116,4,0,
576573,60,0,
6145759,4,0,
6143118,1,0,
577896,4,0,
577897,1,0,
576576,4,0,
576577,3,0,
6173812,1,0,
577899,8,0,
576579,5,0,
6144140,9,0,
6173814,2,0,
6144141,3,0,
6114901,6,0,
6144144,6,0,
6173817,4,0,
516348,23,0,
6173818,4,0,
545720,2,0,
6144146,4,0,
6173819,20,0,
6145469,2,0,
6174840,1,0,
520885,2,0,
6174842,1,0,
6172200,1,0,
520888,1,0,
6173522,4,0,
6174844,2,0,
545727,4,0,
520889,5,0,
6114610,36,0,
6172203,7,0,
6173524,5,0,
6114611,1,0,
6114612,37,0,
6172205,2,0,
6174848,3,0,
6172207,1,0,
6172208,2,0,
6115951,3,0,
546752,13,0,
6172209,19,0,
520594,1,0,
545432,1,0,
6145179,11,0,
6114618,1,0,
6173230,3,0,
6174551,3,0,
545434,5,0,
6115954,9,0,
6174552,5,0,
6174553,1,1,Subscriber relation missing-1;
546757,1,0,
545437,1,0,
6174554,1,0,
6174555,2,0,
6173235,3,0,
6173236,3,0,
6175879,3,0,
6174558,1,0,
547780,8,0,
6174559,2,0,
6173238,2,0,
6173239,1,0,
545140,3,0,
545141,1,0,
546462,2,0,
6114327,1,0,
6174260,1,0,
6175581,4,0,
6115663,3,0,
6113007,13,0,
6175582,5,0,
575821,13,0,
575822,1,0,
546466,1,0,
515904,9,0,
6175583,2,0,
574502,1,0,
6175584,1,0,
515905,1,0,
6174263,6,0,
574503,1,0,
575824,3,0,
545147,3,0,
6175585,1,0,
6174265,2,0,
6115668,1,0,
574505,50,0,
6174266,3,0,
6115669,10,0,
6174267,5,0,
574507,2,0,
6174268,3,0,
6175589,4,0,
575828,6,0,
6174269,1,0,
546170,19,0,
547491,15,0,
575829,6,0,
574509,1,0,
6143709,5,0,
6115371,6,0,
6115372,7,0,
6175291,5,0,
6114038,10,0,
6116695,1,0,
6114039,3,0,
6175292,2,0,
6115375,1,0,
6143410,1,0,
6175293,5,0,
6175294,3,0,
574212,2,0,
546177,1,0,
6144732,17,0,
6115377,28,0,
574214,1,0,
516938,2,0,
546179,7,0,
6143413,10,0,
6175297,3,0,
6175298,4,0,
6143415,7,0,
6144737,3,0,
574217,17,0,
575539,18,0,
6143417,4,0,
6144738,13,0,
516640,12,0,
516642,1,0,
576879,2,0,
6145762,1,0,
575242,13,0,
6145764,4,0,
6115087,2,0,
6144443,6,0,
514005,12,0,
514006,12,0,
6143124,1,0,
576581,6,0,
6144446,1,0,
6144447,1,0,
575248,11,0,
6143127,35,0,
6144448,1,0,
6144449,1,0,
6172500,8,0,
6173821,7,0,
6145470,1,0,
516353,70,0,
6173823,4,0,
6172503,1,0,
6173824,2,0,
6144151,8,0,
517676,2,0,
6173825,4,0,
6144152,1,0,
6172504,1,0,
6145474,5,0,
6172505,2,0,
576290,2,0,
6173827,2,0,
6114913,16,0,
6172507,1,0,
576291,4,0,
6173828,1,0,
520891,17,0,
6173829,3,0,
6145477,1,0,
6172509,7,0,
545732,2,0,
6144159,6,0,
6174850,5,0,
520896,9,0,
6172210,1,0,
520898,1,0,
6145180,11,0,
6172211,5,0,
6172212,2,0,
6173533,4,0,
6114620,1,0,
6145182,3,0,
6173534,8,0,
6174855,2,0,
544101,8,0,
6174856,5,0,
6174857,6,0,
6145184,1,0,
6114622,5,0,
6172215,5,0,
6172216,5,0,
6174858,8,0,
6174859,1,0,
6173538,4,0,
6173539,2,0,
6145187,12,0,
545440,7,0,
6172218,5,0,
544106,1,0,
6145188,1,0,
6114626,1,0,
546762,1,0,
6172219,1,0,
545442,1,0,
6145189,1,0,
6174560,1,0,
546764,7,0,
6173240,1,0,
6115964,1,0,
545444,1,0,
6174561,14,0,
545445,2,0,
6174562,5,0,
6173241,4,0,
6175883,5,0,
6113309,1,0,
6175884,2,0,
6175885,2,0,
6173243,5,0,
574804,1,0,
6173244,2,0,
6174565,2,0,
6113010,2,0,
6174566,8,0,
574806,2,0,
6173246,2,0,
6175889,1,0,
6173248,1,0,
546471,2,0,
6173249,5,0,
6115671,9,0,
6115672,1,0,
6116994,1,0,
575830,4,0,
6174270,1,0,
6175591,5,0,
6174271,4,0,
6175592,3,0,
547796,3,0,
6115674,5,0,
6174272,1,0,
6175593,3,0,
6143710,5,0,
6113019,4,0,
6115676,6,0,
545157,2,0,
6174274,3,0,
6175596,1,0,
6174275,5,0,
574515,1,0,
6143714,2,0,
6174277,2,0,
6114042,8,0,
6114043,1,0,
6174278,10,0,
6175599,6,0,
6143717,1,0,
6114044,5,0,
574518,2,0,
6174279,6,0,
574519,2,0,
6143719,1,0,
6115381,1,0,
6115382,1,0,
546183,11,0,
515621,158,0,
6115383,18,0,
6144740,2,0,
6144742,1,0,
516946,4,0,
546187,5,0,
6143422,5,0,
575544,23,0,
574224,1,0,
6143423,37,0,
6144745,3,0,
6143424,3,0,
576882,2,0,
6143426,1,0,
6142105,13,0,
574228,3,0,
6142106,3,0,
6144749,1,0,
6143428,2,0,
6142107,2,0,
6142108,2,0,
576886,1,0,
6143429,1,0,
515331,2,0,
576888,1,0,
6145770,1,0,
6172801,4,0,
575250,39,0,
514011,3,0,
6172802,13,0,
6115094,88,0,
6172803,7,0,
6115095,4,0,
6144452,16,0,
514014,4,0,
6145774,4,0,
6172805,2,0,
6115097,206,0,
6143134,2,0,
6172808,2,0,
6145777,2,0,
575258,5,0,
6145779,2,0,
6143138,2,0,
576596,2,0,
6143139,5,0,
6172510,846,0,
6173831,2,0,
6173832,4,0,
6173833,2,0,
6173834,6,0,
544400,10,0,
516365,1,0,
6172514,11,0,
6172515,4,0,
6173836,2,0,
6145485,1,0,
6169002,1,0,
6144164,4,0,
6114923,7,0,
516368,3,0,
6114924,1,0,
6145486,3,0,
6113603,5,0,
6169003,8,0,
544404,9,0,
6169004,1,0,
6145487,15,0,
6172518,43,0,
6169005,5,0,
6145488,4,0,
6144168,1,0,
6169006,2,0,
6145489,7,0,
6114927,4,0,
6144169,1,0,
6169007,1,0,
6113607,17,0,
6114928,6,0,
6169008,5,0,
6172220,1,0,
6169009,2,0,
545746,3,0,
6145190,4,0,
6172221,5,0,
6172222,1,0,
6145191,1,0,
6114630,2,0,
6114631,10,0,
6172225,5,0,
6173546,4,0,
6174867,4,0,
544113,9,0,
6172226,5,0,
6172228,3,0,
6145197,6,0,
6145198,1,0,
6114636,14,0,
545452,2,0,
6145199,36,0,
6115973,1,0,
574810,1,0,
6113318,1,0,
6174571,1,0,
545454,30,0,
6173250,4,0,
6173251,5,0,
6175893,4,0,
6173252,1,0,
6175894,3,0,
546778,24,0,
6173253,4,0,
6173254,2,0,
6174575,4,0,
574814,32,0,
6115978,10,0,
6175897,1,0,
6114341,5,0,
6173255,17,0,
6115979,15,0,
6175898,1,0,
574816,43,0,
6174577,16,0,
6175899,2,0,
6173257,1,0,
6174578,5,0,
546480,2,0,
6173258,7,0,
6173259,1,0,
6113024,1,0,
545161,2,0,
6115682,4,0,
6114347,124,0,
6114348,1,0,
574520,2,0,
575841,17,0,
546485,1,0,
6115684,1,0,
6113029,8,0,
545165,6,0,
6174283,2,0,
545166,5,0,
6143721,6,0,
573202,1,0,
545167,17,0,
545168,3,0,
6174286,1,0,
6143724,4,0,
574526,1,0,
575847,1,0,
6142404,5,0,
6114053,18,0,
6142406,1,0,
574528,1,0,
6174289,1,0,
546192,1,0,
6142408,3,0,
6143729,8,0,
516952,2,0,
6115392,1,0,
546194,1,0,
516953,10,0,
6115394,1,0,
6144750,7,0,
6144751,3,0,
515635,15,0,
516957,7,0,
6144753,5,0,
546199,25,0,
6144754,3,0,
6144755,49,0,
6115399,6,0,
576892,3,0,
6143435,16,0,
574237,2,0,
576893,6,0,
6142118,9,0,
6172810,1,0,
6142119,1,0,
576898,1,0,
6145781,1,0,
6172812,6,0,
6172813,1,0,
544700,1,0,
6144461,7,0,
6145782,107,0,
6172814,3,0,
544702,9,0,
6113901,7,0,
6172816,2,0,
575265,28,0,
544703,1,0,
6143144,10,0,
6172817,7,0,
6144466,1,0,
514028,3,0,
6145788,5,0,
6172819,3,0,
6143146,19,0,
6144467,7,0,
6143147,1,0,
6113906,1,0,
517690,7,0,
6169307,9,0,
6143148,2,0,
516370,39,0,
517692,1,0,
6173840,2,0,
6113909,3,0,
6173841,1,0,
6173842,3,0,
6171201,6,0,
6114930,5,0,
6172523,5,0,
6145492,7,0,
6169010,5,0,
6172524,2,0,
6145493,9,0,
544412,1,0,
6169011,6,0,
6144173,7,0,
6172526,1,0,
6171205,1,0,
6169012,1,0,
6173847,12,0,
6169013,2,0,
6114934,3,0,
6172527,4,0,
6173848,2,0,
6145497,1,0,
6172528,1,0,
6173849,6,0,
6171208,1,0,
6145498,3,0,
6114936,7,0,
6172529,1,0,
6114937,2,0,
6174870,1,0,
545753,9,0,
6113618,7,0,
545754,1,0,
6174871,3,0,
6113619,1,0,
6172230,2,0,
6174872,1,0,
545755,8,0,
6174873,3,0,
6172231,5,0,
6172232,4,0,
545757,11,0,
6173554,1,0,
6174875,1,0,
6114640,1,0,
6172235,3,0,
6112000,7,0,
6173556,1,0,
6172236,5,0,
6174878,1,0,
6173557,3,0,
6173558,1,0,
6173559,5,0,
544125,15,0,
6114646,1,0,
545461,1,0,
6172239,7,0,
6114647,1,0,
546783,8,0,
544127,8,0,
6113326,3,0,
6173260,1,0,
6173261,1,0,
6174582,3,0,
6173262,2,0,
546787,6,0,
6142700,8,0,
6174584,1,0,
546788,6,0,
574823,2,0,
545467,17,0,
6115987,50,0,
6174585,1,0,
6115988,5,0,
6173265,1,0,
574825,1,0,
6114351,1,0,
573505,47,0,
574826,3,0,
6173267,1,0,
573506,1,0,
6174588,6,0,
6173268,3,0,
574828,5,0,
573507,5,0,
6113033,11,0,
6174589,3,0,
6114355,3,0,
6173269,4,0,
6115691,1,0,
6113036,1,0,
6174290,1,0,
6114358,3,0,
545174,1,0,
6115694,1,0,
6115695,1,0,
6174292,1,0,
6113039,9,0,
575853,5,0,
6115696,26,0,
545178,1,0,
6115698,2,0,
574535,1,0,
575856,2,0,
6114061,1,0,
6174296,4,0,
6114064,8,0,
6143737,8,0,
6142417,8,0,
6114066,4,0,
6142418,38,0,
516963,1,0,
6144762,1,0,
6169600,1,0,
6142120,1,0,
574242,2,0,
574243,4,0,
6169601,1,0,
6144763,2,0,
574244,2,0,
574245,4,0,
6144765,11,0,
6169605,14,0,
6144767,6,0,
6142126,5,0,
6169606,13,0,
6144768,7,0,
514030,1,0,
575271,1,0,
6171501,49,0,
6172822,4,0,
6171502,1,0,
575273,1,0,
6113910,1,0,
6172824,1,0,
6144472,5,0,
6171504,1,0,
6172825,2,0,
6145794,1979,0,
544712,58,0,
6143153,2,0,
6172826,5,0,
6145795,13,0,
6169312,2,0,
6172827,1,0,
6145796,8,0,
6171506,5,0,
544714,42,0,
514037,24,0,
6169314,1,0,
6172828,2,0,
6171507,2,0,
6145797,1,0,
6143155,9,0,
6113914,5,0,
514039,2,0,
6145798,11,0,
6171508,7,0,
6172829,3,0,
